Herbicide scenario	PFT	year	mean.10	min.10	max.10	mean.10_20	min.10_20	max.10_20	mean.20_30	min.20_30	max.20_30	mean.30_40	min.30_40	max.30_40	mean.40_50	min.40_50	max.40_50	mean.50	min.50	max.50
0	MECTcl3peb	36	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTcl3peb	36	2	0	0	19	0	0	9	0	0	0	0	0	0	0	0	0	0	30
0	MECTcl3peb	37	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTcl3peb	37	0	0	0	0	0	0	10	0	0	20	0	0	0	0	0	0	0	30
0	MECTcl3peb	38	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTcl3peb	38	0	0	0	0	0	0	15	0	0	15	0	0	0	0	0	0	0	30
0	MECTcl3peb	39	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29
1	MECTcl3peb	39	0	0	0	0	0	0	9	0	0	21	0	0	0	0	0	0	0	30
0	MECTcl3peb	40	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTcl3peb	40	0	0	0	3	0	0	12	0	0	15	0	0	0	0	0	0	0	30
0	MECTplb	1	30	5	5	0	0	13	0	0	11	0	0	1	0	0	0	0	0	0
1	MECTplb	1	30	5	5	0	0	1	0	0	20	0	0	4	0	0	0	0	0	0
0	MECTplb	2	30	0	0	0	0	0	0	0	3	0	0	13	0	0	5	0	0	9
1	MECTplb	2	29	0	0	1	0	0	0	0	1	0	0	12	0	0	5	0	0	12
0	MECTplb	3	30	0	0	0	0	0	0	0	1	0	0	8	0	0	17	0	0	4
1	MECTplb	3	26	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	4	30	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	12
1	MECTplb	4	14	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	27
1	MECTplb	5	23	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	6	29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	7	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	7	21	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	8	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	8	17	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	9	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	9	5	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	10	0	0	0	18	0	0	12	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	11	0	0	0	4	0	0	26	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	12	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	12	0	0	0	29	0	0	1	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	13	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	13	0	0	0	18	0	0	12	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	14	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	14	4	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	15	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	15	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	16	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	16	16	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	17	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	17	0	0	0	25	0	0	5	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	18	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	18	0	0	0	14	0	0	16	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	19	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	19	3	0	0	15	0	0	12	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	20	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	20	29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	21	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1	MECTplb	21	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
0	MECTplb	22	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
