PFT	scenario	year	period	mean.effects.Inds	mean.effects.seedlings	mean.effects.seeds	mean.effects.cover	mean.effects.shootmass	min.effects.Inds	min.effects.seedlings	min.effects.seeds	min.effects.cover	min.effects.shootmass	max.effects.Inds	max.effects.seedlings	max.effects.seeds	max.effects.cover	max.effects.shootmass
MECIcl3plb	0	6	before	1	1	1	1	1	1.97212390460614	1.90987232814792	1.88077246011755	1.01422210779792	2.01805324906874	0.0669377431122397	0.100382294246351	0.0307864539602575	0.983697514201568	9.69531340921182e-05
MECIcl3plb	1	6	before	0.730415661461904	0.818356027566352	0.651507259298224	0.99587495873033	0.693995647478618	1.69575869547755	1.7283950617284	1.5813042261405	1.00964100469438	1.92229981043139	0.0600600600600601	0.0468384074941452	0.0223901483347327	0.98239353154268	0.000188593659172443
MECIcl3plb	0	7	before	1	1	1	1	1	2.04160125588697	2.052608311229	1.93764666443178	1.01029433555769	2.10944603407488	0.0763358778625954	0.129672157111182	0.0368756285618505	0.987368076927176	0.000146092379004627
MECIcl3plb	1	7	before	0.844636859006661	0.848439307286524	0.727374919899293	0.997971191485521	0.821104601382443	2.22355555555555	1.76259448297359	2.19577606436473	1.01269970297175	2.45885026210763	0.0613698630136986	0.0221013146285962	0.00555208550211673	0.98522063383226	0.000116101528929424
MECIcl3plb	0	8	before	1	1	1	1	1	2.24162819239086	2	2.24438902743142	1.01079040317952	2.27505816412393	0.0895186349850213	0.0361663652802893	0.0113888805534992	0.988786942336109	0.000151695541053018
MECIcl3plb	1	8	before	0.883738441080415	0.882516945516261	0.803254996932039	0.998977391664975	0.900035084554519	2.31505669775328	2.22222222222222	2.25973527719164	1.01371196162417	2.63549244881777	0.0512820512820513	0.0110803324099723	0.0067842605156038	0.986469869051612	0.000114574412342827
MECIcl3plb	0	9	before	1	1	1	1	1	2.33333333333333	2.1755479517611	2.65378270091916	1.01286855580588	2.52571730194468	0.0871528384279476	0.0336216361269547	0.00659903995923703	0.989089379713407	0.000153474960487296
MECIcl3plb	1	9	before	0.90616442654235	0.90298035705739	0.855828006908399	0.998779942939357	0.872999059473857	2.483	2	2.77633749705397	1.01408146356896	2.60099716755314	0.05249343832021	0.0127199491202035	0.00711490572749911	0.987376366145852	0.000104604160492406
MECIcl3plb	0	10	before	1	1	1	1	1	2.14940105859411	2.15899093417422	2.60450975424373	1.01077153583501	2.42352651927109	0.0739229024943311	0.0406855842400967	0.00815150091881188	0.989710637430578	0.000151920077217329
MECIcl3plb	1	10	before	0.793596994432189	0.842352109937537	0.77772056069655	0.997866286142685	0.733978208244184	2.33500761035007	1.73913043478261	1.93058018748417	1.01055607517849	2.42606704851288	0.0589970501474926	0.0126293964966321	0.00353763155567348	0.986854298774811	0.000125646428099155
MECIcl3plb	0	11	before	1	1	1	1	1	2.81368371212121	2.16478190630048	3.10083944864447	1.01394878246272	3.19404279680179	0.0738007380073801	0.0352003845016267	0.00929735874189082	0.990637411825006	0.000123107828240611
MECIcl3plb	1	11	before	0.742043342881195	0.814600225794984	0.696189732080053	0.997742925050478	0.686475990641588	2.1338587487781	1.73913043478261	1.99090691553003	1.00800675961269	2.3143903300206	0.0624618149146451	0.0145032632342277	0.00712098554439935	0.987956281409143	0.000117929747195364
MECIcl3plb	0	12	before	1	1	1	1	1	2.75970319634703	2.20855485764669	3.39385136770758	1.01366117359338	3.18926859383968	0.0525349162011173	0.0145348837209302	0.00684766938971648	0.987749190761041	0.000148613351973411
MECIcl3plb	1	12	before	0.793311183604448	0.863756432982596	0.726951573993818	0.997857158166069	0.729486950313596	2.08228338825354	2.029296875	1.839748244977	1.0072259285876	2.0111347443145	0.044392523364486	0.0110144927536232	0.00714924039320822	0.987245378134348	0.00014768537415697
MECIcl3plb	0	13	before	1	1	1	1	1	3.69820263916275	2.32703720611733	2.9967845659164	1.01763940809078	3.41915150222029	0.0617283950617284	0.0188028831087433	0.0093369026115782	0.990305015601586	0.000115272265049807
MECIcl3plb	1	13	before	0.8747129293042	1.00328453996343	1.02301413140482	0.999112016237756	0.896090857841427	2.61220735785953	2.60531325718241	3.76748658747256	1.01210531289036	3.31545772196422	0.0617283950617284	0.0166944908180301	0.00801496126102057	0.990297867168763	0.000110375346597904
