PFT	scenario	year	period	mean.effects.Inds	mean.effects.seedlings	mean.effects.seeds	mean.effects.cover	mean.effects.shootmass	min.effects.Inds	min.effects.seedlings	min.effects.seeds	min.effects.cover	min.effects.shootmass	max.effects.Inds	max.effects.seedlings	max.effects.seeds	max.effects.cover	max.effects.shootmass
MSCTcl2plb	1	15	before	1.50621909825998	1.34446632054423	1.52396186046698	1.00397274162885	1.668469735157	3.33333333333333	3.19056139856807	4.70524017467249	1.01924431214925	3.89300497652068	0.0966666666666667	0.0238853503184713	0.0139995172580256	0.989967919329279	0.000228952843599354
MSCTcl2plb	2	15	before	1.00629332482774	0.984606195856884	1.06250435540895	0.999768929960102	0.987929613746485	3.47257503262288	2.99683544303798	4.49417758369723	1.02000666411049	4.21524040300028	0.0892857142857143	0.0236127508854782	0.0102215813132815	0.989762229439219	0.000215471346911174
MSCTcl2plb	0	16	before	1	1	1	1	1	3.38471149477511	2.5	4.66645885286783	1.0200893835957	4.38934379701046	0.109489051094891	0.026525198938992	0.0111551809618245	0.990648774749815	0.000204904547436376
MSCTcl2plb	1	16	before	1.31243497092486	1.22067620774611	1.47996934340567	1.00273648036107	1.41221523828991	3.14548872180451	2.89360668480373	4.10536159600998	1.01550896923844	3.57364684600629	0.109489051094891	0.026525198938992	0.0123055301346581	0.990965209837137	0.000205926566295212
MSCTcl2plb	2	16	before	0.955726038427748	0.897755255787419	0.93434642356862	0.99932645106002	0.944614299370402	3.26558849299066	2.55783656798099	3.55361596009975	1.01800003768138	3.75994294797827	0.102040816326531	0.0151414677276746	0.0125996862334946	0.990523576432796	0.000204904547436376
MSCTcl2plb	0	17	before	1	1	1	1	1	2.7027027027027	2.43993801556602	3.4136382196815	1.01362733320445	3.22022924053611	0.118110236220472	0.029673590504451	0.0156071168452814	0.991568833903024	0.000259921155863142
MSCTcl2plb	1	17	before	1.22701504241184	1.28982196849646	1.25098258980099	1.00215205948331	1.34608984235415	2.97029702970297	3.10024154589372	2.98532144816938	1.01602169581266	3.6868860075605	0.118110236220472	0.0298378656422638	0.0124856934762252	0.992008211651395	0.000259921155863142
MSCTcl2plb	2	17	before	0.96621957254479	1.0008067453494	0.949225413202475	0.999606976555467	0.934393391620035	3.09680049088359	2.8125	3.34471018994456	1.01370755246503	3.7207331045443	0.118110236220472	0.0297992126686608	0.0132304299889746	0.991567992667371	0.000255176588834064
MSCTcl2plb	0	18	before	1	1	1	1	1	2.77563610139997	2.72375690607735	3.18521031207598	1.01356010770625	3.41572063092852	0.106761565836299	0.0291120815138282	0.0137804317868627	0.991828903930208	0.000267407801531513
MSCTcl2plb	1	18	before	1.24942808954389	1.23210992547291	1.27113127325619	1.00171393533692	1.26106207843297	3.28569844789357	2.99792316871673	3.23576139842007	1.0154142162496	3.65779260686188	0.1171875	0.0378803453671472	0.0131906785871318	0.992062757696316	0.000270494437051982
MSCTcl2plb	2	18	before	1.07636749833749	1.11894706758285	0.988520109723027	1.00064814521014	1.10253967298055	3.4775633435946	3.44960212201592	3.91924987464625	1.02033525884213	4.46401940040981	0.106761565836299	0.0341555977229602	0.0139920289528802	0.992049170285021	0.0002599715941691
MSCTcl2plb	0	19	before	1	1	1	1	1	2.88461538461538	2.58880643441166	2.87193741760368	1.01469821939368	3.55281129411596	0.102040816326531	0.0298507462686567	0.016260162601626	0.991817868033932	0.000296683197557751
