Application rate	PFT	year	mean.10	min.10	max.10	mean.10_20	min.10_20	max.10_20	mean.20_30	min.20_30	max.20_30	mean.30_40	min.30_40	max.30_40	mean.40_50	min.40_50	max.40_50	mean.50	min.50	max.50
0	MECIcl3p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl3p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl3p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECIcl4p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECIcl4p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
