Application rate	PFT	year	mean.10	min.10	max.10	mean.10_20	min.10_20	max.10_20	mean.20_30	min.20_30	max.20_30	mean.30_40	min.30_40	max.30_40	mean.40_50	min.40_50	max.40_50	mean.50	min.50	max.50
90	MECTcl3p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTcl3p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTcl3p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTcl3p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECTp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MECTp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MECTp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MEITp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MEITp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MEITp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCIp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCIp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCIp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MSCTcl1p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	MSCTcl1p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MSCTcl1p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
